CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Spending_Ratio,Avg_Transaction_Amt
772869033,Existing Customer,47,3,38,2,4,3,34516.0,1342,33174.0,0.69,7283,89,0.648,0.039,0.00048036,0.99952,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.21100359253679454,81.8314606741573
711125358,Existing Customer,45,3,39,4,4,0,1765.0,1694,71.0,0.76,4803,72,0.532,0.96,8.3212e-05,0.99992,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.721246458923513,66.70833333333333
713617608,Existing Customer,43,3,33,5,2,3,34516.0,1844,32672.0,1.051,4217,79,0.795,0.053,0.00019729,0.9998,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.1221752230849461,53.379746835443036
711238908,Existing Customer,65,0,54,6,5,2,7699.0,1758,5941.0,0.641,5103,62,0.771,0.228,0.00017726,0.99982,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.6628133523834264,82.30645161290323
713784558,Existing Customer,59,1,36,1,2,3,3510.0,941,2569.0,0.717,4833,77,0.75,0.268,0.00017969,0.99982,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.376923076923077,62.76623376623377
752573508,Existing Customer,45,3,26,3,2,4,4034.0,1867,2167.0,0.656,3718,72,0.756,0.463,0.00032942,0.99967,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.9216658403569657,51.638888888888886
789871233,Existing Customer,49,3,39,5,3,2,2361.0,1342,1019.0,0.6,4316,78,0.529,0.568,0.00018145,0.99982,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.828038966539602,55.333333333333336
709494483,Existing Customer,63,0,54,4,2,1,2420.0,1912,508.0,1.256,1730,36,0.565,0.79,6.4745e-05,0.99994,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.7148760330578512,48.05555555555556
812224983,Existing Customer,56,2,51,1,1,2,4675.0,1340,3335.0,0.68,8037,100,0.852,0.287,5.5077e-05,0.99994,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.719144385026738,80.37
708231183,Existing Customer,30,1,22,5,3,4,12539.0,910,11629.0,0.856,2643,72,0.674,0.073,0.000498,0.9995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.21078235903979584,36.708333333333336
721143258,Existing Customer,46,1,33,6,4,3,1664.0,798,866.0,0.703,4804,66,0.535,0.48,0.00033359,0.99967,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.887019230769231,72.78787878787878
788747358,Existing Customer,50,0,29,5,3,2,5530.0,2034,3496.0,0.647,4836,68,0.744,0.368,0.00015005,0.99985,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.874502712477396,71.11764705882354
770268933,Existing Customer,44,5,38,3,2,2,33521.0,928,32593.0,0.732,4115,66,0.535,0.028,0.00011671,0.99988,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.12275886757554966,62.34848484848485
718345233,Existing Customer,45,2,35,6,3,3,3240.0,2517,723.0,0.636,1904,41,0.519,0.777,0.00030251,0.9997,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5876543209876544,46.4390243902439
784868958,Existing Customer,56,1,49,1,2,1,17542.0,2517,15025.0,0.8,13939,138,0.792,0.143,6.2633e-05,0.99994,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7946072283662068,101.0072463768116
771037008,Existing Customer,46,1,33,3,1,2,13324.0,0,13324.0,0.917,4245,76,1.0,0.0,5.3155e-05,0.99995,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.3185980186130291,55.85526315789474
779236083,Existing Customer,37,3,19,5,1,3,4138.0,0,4138.0,1.168,2420,50,0.613,0.0,9.3448e-05,0.99991,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5848235862735621,48.4
708252108,Existing Customer,64,0,53,6,3,2,7362.0,1907,5455.0,0.693,4065,65,0.711,0.259,0.00015007,0.99985,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.552159739201304,62.53846153846154
720943308,Existing Customer,47,3,36,1,1,2,30498.0,1990,28508.0,0.839,16202,120,0.791,0.065,5.164e-05,0.99995,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5312479506852908,135.01666666666668
768928833,Existing Customer,37,2,31,3,2,4,7304.0,0,7304.0,1.144,2717,63,0.703,0.0,0.00031746,0.99968,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.37198795180722893,43.12698412698413
789939558,Existing Customer,54,2,45,5,3,2,4523.0,1841,2682.0,0.534,5112,87,0.706,0.407,0.00017488,0.99983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.1302233031174,58.758620689655174
780198258,Existing Customer,46,4,36,5,2,1,7793.0,1705,6088.0,0.597,1099,39,0.696,0.219,6.9988e-05,0.99993,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1410239958937508,28.17948717948718
772879158,Existing Customer,47,5,38,4,1,2,7357.0,1069,6288.0,0.77,3943,64,0.641,0.145,5.5277e-05,0.99994,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5359521544107653,61.609375
811140933,Existing Customer,43,2,29,4,1,2,2616.0,1786,830.0,0.876,5219,63,0.75,0.683,5.3542e-05,0.99995,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9950305810397553,82.84126984126983
788630958,Existing Customer,44,2,28,3,1,2,11627.0,0,11627.0,0.638,3264,67,0.396,0.0,5.663e-05,0.99994,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.28072589661993635,48.71641791044776
789580908,Existing Customer,44,3,37,3,2,2,8512.0,1471,7041.0,0.867,4056,81,0.841,0.173,0.00011482,0.99989,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.47650375939849626,50.074074074074076
711925608,Existing Customer,42,4,35,3,2,2,18274.0,1623,16651.0,0.681,3886,81,0.8,0.089,0.00011937,0.99988,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21265185509467002,47.97530864197531
708331758,Existing Customer,47,2,35,3,1,4,32444.0,1843,30601.0,1.127,3725,60,0.622,0.057,0.00014682,0.99985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.11481321661940574,62.083333333333336
709122483,Existing Customer,56,3,37,3,3,0,2783.0,1526,1257.0,0.942,1909,54,0.688,0.548,6.8853e-05,0.99993,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6859504132231405,35.351851851851855
708776658,Existing Customer,54,2,43,6,3,2,5774.0,1519,4255.0,0.458,4444,70,0.667,0.263,0.00019771,0.9998,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.7696570834776585,63.48571428571429
709585758,Existing Customer,41,4,28,5,1,4,34516.0,0,34516.0,0.791,4004,86,0.755,0.0,0.00016112,0.99984,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.116004171978213,46.55813953488372
717127083,Existing Customer,37,3,25,3,3,0,15017.0,1733,13284.0,0.635,2076,58,0.487,0.115,6.8853e-05,0.99993,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13824332423253646,35.793103448275865
714798783,Existing Customer,49,1,36,6,2,2,18886.0,895,17991.0,1.826,1235,18,1.571,0.047,0.00010684,0.99989,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06539235412474849,68.61111111111111
812973708,Existing Customer,42,3,37,6,2,4,2793.0,1661,1132.0,1.117,3247,69,0.865,0.595,0.00032942,0.99967,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.162549230218403,47.05797101449275
793059108,Existing Customer,50,2,44,6,2,3,2339.0,1440,899.0,0.431,893,22,0.375,0.616,0.00019143,0.99981,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.3817870884993587,40.59090909090909
715315833,Existing Customer,51,3,36,6,2,3,11106.0,2107,8999.0,0.948,1243,24,1.0,0.19,0.00019864,0.9998,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.11192148388258599,51.791666666666664
708480333,Existing Customer,65,0,36,5,2,3,2163.0,932,1231.0,1.127,2229,57,0.839,0.431,0.00018057,0.99982,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.030513176144244,39.10526315789474
709207458,Existing Customer,44,3,27,4,2,3,10747.0,1603,9144.0,0.471,1340,25,0.923,0.149,0.00019864,0.9998,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.12468595887224342,53.6
720168558,Existing Customer,39,0,36,3,3,3,2936.0,0,2936.0,0.842,4876,74,0.542,0.0,0.0002596,0.99974,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6607629427792916,65.89189189189189
778855383,Existing Customer,36,5,17,3,1,3,1438.3,0,1438.3,1.028,1975,40,0.6,0.0,9.2974e-05,0.99991,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.3731488562886742,49.375
712005108,Existing Customer,61,0,48,3,3,3,3156.0,2155,1001.0,0.438,1376,44,0.571,0.683,0.00030545,0.99969,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.43599493029150826,31.272727272727273
804606033,Existing Customer,46,4,41,6,1,2,8738.0,1172,7566.0,0.65,3121,60,0.395,0.134,5.6153e-05,0.99994,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.3571755550469215,52.016666666666666
779307558,Existing Customer,53,1,35,4,3,3,3585.0,0,3585.0,0.782,4806,81,0.653,0.0,0.00027607,0.99972,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.3405857740585774,59.333333333333336
780253533,Existing Customer,63,0,49,5,3,0,3558.0,2318,1240.0,1.265,1631,31,0.824,0.651,6.2588e-05,0.99994,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.4584035975267004,52.61290322580645
715259583,Existing Customer,53,2,44,3,2,3,5362.0,1901,3461.0,0.816,1553,38,1.0,0.355,0.0001861,0.99981,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2896307348004476,40.86842105263158
789616158,Existing Customer,33,3,27,6,1,3,25045.0,0,25045.0,1.018,3444,52,0.926,0.0,0.00010566,0.99989,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.13751247754042722,66.23076923076923
713166333,Existing Customer,38,2,27,5,2,1,14831.0,1302,13529.0,0.916,4467,73,0.698,0.088,6.6728e-05,0.99993,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.3011934461600701,61.19178082191781
714225333,Existing Customer,48,4,36,5,1,1,2930.0,773,2157.0,0.661,1545,21,0.909,0.264,3.4833e-05,0.99997,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5273037542662116,73.57142857142857
734909358,Existing Customer,43,4,33,4,1,1,6548.0,1244,5304.0,0.667,4354,79,0.927,0.19,3.4833e-05,0.99997,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6649358582773366,55.11392405063291
807990108,Existing Customer,44,1,39,3,2,3,11362.0,0,11362.0,0.668,3197,61,0.564,0.0,0.00018475,0.99982,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2813765182186235,52.40983606557377
708147108,Existing Customer,26,0,36,6,1,3,21084.0,2517,18567.0,0.763,2309,71,0.543,0.119,7.9494e-05,0.99992,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.10951432365774995,32.521126760563384
788979258,Existing Customer,51,4,38,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,0.00015398,0.99985,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.0374608877042531,40.40625
718602708,Existing Customer,43,3,33,3,3,2,16351.0,1541,14810.0,0.763,3475,82,0.673,0.094,0.00018665,0.99981,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.21252522781481256,42.3780487804878
708290208,Existing Customer,43,3,31,3,3,4,13608.0,1190,12418.0,0.553,3118,76,0.767,0.087,0.00047034,0.99953,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.229129923574368,41.026315789473685
712253058,Existing Customer,48,3,40,1,2,1,2097.0,1255,842.0,0.61,4189,83,0.976,0.598,6.9242e-05,0.99993,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.9976156413924655,50.46987951807229
789022233,Existing Customer,50,2,37,6,5,2,1438.3,754,684.3,0.74,4457,69,0.683,0.524,0.00020656,0.99979,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3.0987971911284156,64.59420289855072
709957158,Existing Customer,48,4,40,5,1,2,2514.0,2251,263.0,0.852,3942,65,0.625,0.895,5.6153e-05,0.99994,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.568019093078759,60.646153846153844
778386033,Existing Customer,38,3,18,6,3,4,3417.0,1749,1668.0,0.57,2068,34,0.619,0.512,0.00055052,0.99945,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.6052092478782558,60.8235294117647
716961933,Existing Customer,43,2,36,5,2,4,3589.0,1808,1781.0,0.75,4262,70,0.667,0.504,0.00032656,0.99967,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.1875174143215381,60.885714285714286
712323183,Existing Customer,38,3,22,2,2,1,3224.0,0,3224.0,0.761,3738,63,0.658,0.0,7.8291e-05,0.99992,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1.1594292803970223,59.333333333333336
713023158,Existing Customer,39,2,31,3,1,2,2901.0,2143,758.0,0.948,4239,78,0.733,0.739,5.3547e-05,0.99995,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.4612202688728024,54.34615384615385
710803983,Existing Customer,44,1,33,2,3,1,32222.0,0,32222.0,0.844,14220,95,0.61,0.0,0.00011192,0.99989,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.44131338836819567,149.68421052631578
714754533,Existing Customer,51,0,44,3,2,3,34516.0,1925,32591.0,0.764,8012,87,0.582,0.056,0.00041292,0.99959,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.23212423224012052,92.0919540229885
712996833,Existing Customer,40,1,33,4,2,2,2392.0,1129,1263.0,0.695,4309,86,0.72,0.472,0.00010386,0.9999,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.8014214046822743,50.104651162790695
715492983,Existing Customer,40,3,36,4,2,4,7464.0,2517,4947.0,0.9,4348,62,0.879,0.337,0.00039871,0.9996,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.582529474812433,70.12903225806451
715423233,Existing Customer,46,5,35,3,3,3,1790.0,796,994.0,0.722,3539,57,0.966,0.445,0.00034328,0.99966,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.9770949720670392,62.08771929824562
721027083,Existing Customer,47,4,36,6,1,0,3054.0,1862,1192.0,0.589,3543,87,0.812,0.61,2.5071e-05,0.99997,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.1601178781925343,40.724137931034484
712107783,Existing Customer,49,4,35,1,2,2,17350.0,1817,15533.0,0.816,16132,118,0.873,0.105,0.00011605,0.99988,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9297982708933717,136.71186440677965
717960033,Existing Customer,52,1,44,6,3,1,2484.0,1495,989.0,0.922,4084,86,0.536,0.602,0.00010182,0.9999,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.644122383252818,47.48837209302326
708502908,Existing Customer,61,2,48,5,2,3,26218.0,0,26218.0,0.74,3925,88,0.833,0.0,0.00016815,0.99983,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.1497063086429171,44.60227272727273
789878283,Existing Customer,39,3,29,2,2,2,3152.0,1174,1978.0,0.862,13670,117,0.857,0.372,0.00011811,0.99988,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.336928934010152,116.83760683760684
712285908,Existing Customer,60,1,49,5,4,1,2481.0,1925,556.0,0.723,5228,73,0.78,0.776,0.00011962,0.99988,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.1072148327287383,71.61643835616438
709008708,Existing Customer,47,3,34,2,1,2,8390.0,0,8390.0,0.8,8316,92,0.704,0.0,5.5564e-05,0.99994,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9911799761620977,90.3913043478261
712854633,Existing Customer,49,2,39,4,1,3,11320.0,0,11320.0,0.669,2845,57,0.727,0.0,0.00010183,0.9999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.2513250883392226,49.91228070175438
716362008,Existing Customer,37,2,29,3,3,2,1808.0,1009,799.0,0.796,1744,35,0.944,0.558,0.00026028,0.99974,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9646017699115044,49.82857142857143
812019933,Existing Customer,65,1,56,3,3,2,2468.0,2021,447.0,0.906,1797,46,0.586,0.819,0.0001736,0.99983,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.7281199351701783,39.06521739130435
713134458,Existing Customer,54,3,43,4,1,1,13219.0,0,13219.0,0.576,1097,24,0.5,0.0,3.3505e-05,0.99997,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08298661018231333,45.708333333333336
710135058,Existing Customer,56,1,44,3,1,0,9078.0,1501,7577.0,0.51,1543,34,0.545,0.165,1.9069e-05,0.99998,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.16997135933024896,45.38235294117647
827970933,Existing Customer,46,4,42,4,2,0,3504.0,1698,1806.0,0.575,4439,70,0.628,0.485,4.4033e-05,0.99996,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.2668378995433789,63.41428571428571
805543158,Existing Customer,52,3,47,5,3,3,11086.0,2207,8879.0,0.869,1523,40,1.105,0.199,0.0003139,0.99969,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13738047988453905,38.075
818729208,Existing Customer,52,3,47,3,3,3,8185.0,941,7244.0,0.874,4525,77,0.604,0.115,0.0003139,0.99969,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5528405620036653,58.76623376623377
785119833,Existing Customer,40,3,34,3,3,3,19666.0,1180,18486.0,0.898,3391,54,0.636,0.06,0.00030519,0.99969,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.17242957388386046,62.7962962962963
717013383,Existing Customer,52,2,43,4,3,4,31258.0,1518,29740.0,0.917,2866,53,0.893,0.049,0.00050163,0.9995,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.09168852773689935,54.075471698113205
718570158,Existing Customer,54,4,44,3,3,2,2901.0,2517,384.0,0.608,4731,83,0.804,0.868,0.0001834,0.99982,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.6308169596690796,57.0
773448558,Existing Customer,46,3,40,6,3,3,3673.0,2292,1381.0,0.637,1257,34,0.545,0.624,0.0003139,0.99969,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3422270623468554,36.970588235294116
720582558,Existing Customer,44,2,34,3,3,1,2296.0,0,2296.0,0.749,5108,87,0.74,0.0,0.00011153,0.99989,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2.224738675958188,58.71264367816092
711381183,Existing Customer,51,2,36,2,3,2,1438.3,1141,297.3,0.69,4485,85,0.889,0.793,0.00019771,0.9998,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.118264617951749,52.76470588235294
779456508,Existing Customer,52,2,34,2,1,1,4813.0,0,4813.0,0.693,7477,91,0.655,0.0,3.3214e-05,0.99997,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5535009349677955,82.16483516483517
718307433,Existing Customer,50,0,36,5,1,4,7238.0,2111,5127.0,1.085,2025,36,1.118,0.292,0.00013562,0.99986,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2797734180712904,56.25
721361433,Existing Customer,51,3,37,6,1,1,4502.0,1785,2717.0,1.014,4469,87,0.812,0.396,3.4465e-05,0.99997,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9926699244780097,51.367816091954026
779533983,Existing Customer,47,2,31,3,1,3,5295.0,723,4572.0,0.793,4412,90,0.579,0.137,9.0064e-05,0.99991,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8332389046270066,49.022222222222226
711392508,Existing Customer,37,2,25,4,2,1,1438.3,0,1438.3,0.741,4513,75,0.744,0.0,6.864e-05,0.99993,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.1377320447750816,60.17333333333333
813967983,Existing Customer,44,2,39,4,1,2,1701.0,775,926.0,0.847,4471,71,0.614,0.456,5.3547e-05,0.99995,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.628453850676073,62.971830985915496
717237708,Existing Customer,54,2,38,3,3,5,14265.0,1878,12387.0,0.847,3982,58,0.871,0.132,0.0010502,0.99895,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2791447599018577,68.65517241379311
714713508,Existing Customer,49,2,36,3,3,1,25178.0,1803,23375.0,0.767,7836,87,0.582,0.072,0.00015697,0.99984,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3112240845182302,90.06896551724138
754480233,Existing Customer,50,2,43,5,2,4,3525.0,0,3525.0,0.798,4742,62,0.824,0.0,0.00038424,0.99962,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.3452482269503545,76.48387096774194
711339258,Existing Customer,49,3,36,1,3,1,20176.0,2219,17957.0,0.693,8255,86,0.911,0.11,0.00010171,0.9999,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.40914948453608246,95.98837209302326
712579983,Existing Customer,40,2,30,5,2,3,1438.3,0,1438.3,0.542,2258,59,0.788,0.0,0.00019143,0.99981,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.5699089202530765,38.271186440677965
712214283,Existing Customer,40,2,28,6,3,3,18295.0,0,18295.0,0.625,4827,70,0.75,0.0,0.00030251,0.9997,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.26384257993987426,68.95714285714286
789180933,Existing Customer,37,3,26,3,1,2,2917.0,2216,701.0,0.81,4524,67,0.489,0.76,5.5559e-05,0.99994,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.5509084676037024,67.5223880597015
815472108,Existing Customer,42,3,37,3,3,3,2247.0,1045,1202.0,0.952,1300,31,0.55,0.465,0.00030516,0.99969,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5785491766800178,41.935483870967744
720179883,Existing Customer,40,4,25,3,3,1,1962.0,0,1962.0,0.684,1179,27,0.688,0.0,0.00011061,0.99989,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6009174311926605,43.666666666666664
710955633,Existing Customer,54,3,42,6,1,0,9256.0,1999,7257.0,0.812,1446,37,0.762,0.216,3.0508e-05,0.99997,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.15622299049265342,39.08108108108108
778224858,Existing Customer,42,2,32,3,3,4,4035.0,1003,3032.0,0.583,4589,89,0.648,0.249,0.00050168,0.9995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.1372986369268898,51.561797752808985
719962458,Existing Customer,44,2,34,3,2,2,2561.0,1491,1070.0,0.733,4869,70,0.522,0.582,0.00011382,0.99989,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.9012104646622414,69.55714285714286
771067308,Existing Customer,38,3,25,1,1,2,3040.0,1908,1132.0,0.758,5616,73,0.659,0.628,5.5559e-05,0.99994,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.8473684210526315,76.93150684931507
716793108,Existing Customer,26,0,36,4,1,2,1934.0,1070,864.0,0.448,2334,61,0.452,0.553,4.595e-05,0.99995,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.2068252326783868,38.26229508196721
709922508,Existing Customer,40,4,28,4,1,1,2712.0,0,2712.0,0.835,5207,79,0.927,0.0,3.8289e-05,0.99996,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.919985250737463,65.9113924050633
753327333,Existing Customer,41,3,34,4,4,1,13535.0,1291,12244.0,0.653,1028,21,1.625,0.095,0.00014953,0.99985,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.0759512375323236,48.95238095238095
712085733,Existing Customer,45,4,36,5,2,3,34516.0,880,33636.0,0.687,3491,64,0.455,0.025,0.00020077,0.9998,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.101141499594391,54.546875
710119233,Existing Customer,37,1,26,5,2,1,11726.0,1925,9801.0,0.855,4186,63,0.703,0.164,6.2633e-05,0.99994,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35698447893569846,66.44444444444444
715309083,Existing Customer,50,2,36,2,3,2,1912.0,0,1912.0,0.728,4851,87,0.642,0.0,0.00017987,0.99982,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.537133891213389,55.758620689655174
719078283,Existing Customer,57,4,47,5,3,4,3191.0,2517,674.0,0.719,1501,35,0.591,0.789,0.00052608,0.99947,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.47038545910372925,42.885714285714286
771292233,Existing Customer,48,1,36,1,1,2,3918.0,813,3105.0,1.149,15867,103,1.06,0.208,5.6825e-05,0.99994,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.049770290964778,154.04854368932038
708337683,Existing Customer,51,2,40,4,2,2,21800.0,893,20907.0,0.445,3820,62,0.676,0.041,0.00011703,0.99988,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.17522935779816515,61.61290322580645
